response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0245,0.0000,0.0000,0.0000,0.0244,0.0000,200,0.1240
0.0288,0.0000,0.0000,0.0000,0.0287,0.0001,200,0.1202
0.0127,0.0000,0.0000,0.0000,0.0121,0.0000,200,0.1364
0.0417,0.0000,0.0000,0.0000,0.0417,0.0000,200,0.1081
0.0217,0.0000,0.0000,0.0000,0.0216,0.0000,200,0.1282
0.0126,0.0000,0.0000,0.0000,0.0124,0.0002,200,0.1378
0.0252,0.0000,0.0000,0.0000,0.0244,0.0003,200,0.1259
0.0131,0.0000,0.0000,0.0000,0.0131,0.0000,200,0.1380
0.0219,0.0000,0.0000,0.0000,0.0217,0.0002,200,0.1298
0.0048,0.0000,0.0000,0.0000,0.0047,0.0000,200,0.1470
0.0204,0.0000,0.0000,0.0001,0.0202,0.0000,200,0.1319
0.0114,0.0000,0.0000,0.0000,0.0112,0.0002,200,0.1414
0.0151,0.0000,0.0000,0.0003,0.0148,0.0000,200,0.1378
0.0223,0.0000,0.0000,0.0000,0.0218,0.0003,200,0.1312
0.0257,0.0000,0.0000,0.0000,0.0255,0.0002,200,0.1282
0.0306,0.0000,0.0000,0.0000,0.0305,0.0000,200,0.1233
0.0174,0.0000,0.0000,0.0000,0.0171,0.0001,200,0.1370
0.0700,0.0000,0.0000,0.0000,0.0699,0.0000,200,0.0848
0.0104,0.0000,0.0000,0.0000,0.0100,0.0001,200,0.1444
0.0065,0.0000,0.0000,0.0000,0.0064,0.0000,200,0.1485
0.0024,0.0000,0.0000,0.0001,0.0022,0.0001,200,0.1530
0.0155,0.0000,0.0000,0.0000,0.0155,0.0000,200,0.1402
0.0347,0.0000,0.0000,0.0000,0.0347,0.0000,200,0.1214
0.0537,0.0000,0.0000,0.0000,0.0535,0.0000,200,0.1035
0.0195,0.0000,0.0000,0.0001,0.0193,0.0000,200,0.1379
0.0197,0.0000,0.0000,0.0000,0.0196,0.0000,200,0.1377
0.0107,0.0000,0.0000,0.0002,0.0103,0.0001,200,0.1467
0.0116,0.0000,0.0000,0.0000,0.0115,0.0000,200,0.1462
0.0138,0.0000,0.0000,0.0000,0.0137,0.0001,200,0.1447
0.0144,0.0000,0.0000,0.0002,0.0142,0.0000,200,0.1442
0.0125,0.0000,0.0000,0.0001,0.0119,0.0003,200,0.1470
0.0239,0.0000,0.0000,0.0001,0.0237,0.0000,200,0.1356
0.0054,0.0000,0.0000,0.0000,0.0053,0.0000,200,0.1543
0.0127,0.0000,0.0000,0.0000,0.0123,0.0003,200,0.1479
0.0106,0.0000,0.0000,0.0000,0.0102,0.0004,200,0.1504
0.0063,0.0000,0.0000,0.0000,0.0063,0.0000,200,0.1547
0.0072,0.0000,0.0000,0.0001,0.0071,0.0000,200,0.1539
0.0041,0.0000,0.0000,0.0000,0.0036,0.0004,200,0.1572
0.0623,0.0000,0.0000,0.0000,0.0620,0.0000,200,0.0992
0.0146,0.0000,0.0000,0.0000,0.0143,0.0002,200,0.1476
0.0267,0.0000,0.0000,0.0000,0.0266,0.0000,200,0.1356
0.0033,0.0000,0.0000,0.0000,0.0031,0.0002,200,0.1594
0.0081,0.0000,0.0000,0.0005,0.0076,0.0000,200,0.1548
0.0021,0.0000,0.0000,0.0000,0.0019,0.0001,200,0.1614
0.0064,0.0000,0.0000,0.0002,0.0062,0.0000,200,0.1574
0.0023,0.0000,0.0000,0.0001,0.0022,0.0000,200,0.1615
0.0273,0.0000,0.0000,0.0000,0.0272,0.0000,200,0.1370
0.0015,0.0000,0.0000,0.0000,0.0014,0.0001,200,0.1629
0.0139,0.0000,0.0000,0.0000,0.0138,0.0000,200,0.1512
0.0972,0.0000,0.0000,0.0000,0.0970,0.0000,200,0.0679
0.0356,0.0000,0.0000,0.0000,0.0355,0.0001,200,0.1300
0.0038,0.0000,0.0000,0.0001,0.0034,0.0000,200,0.1622
0.0029,0.0000,0.0000,0.0000,0.0027,0.0002,200,0.1638
0.0096,0.0000,0.0000,0.0000,0.0095,0.0001,200,0.1574
0.0150,0.0000,0.0000,0.0001,0.0149,0.0000,200,0.1524
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,200,0.1622
0.0127,0.0000,0.0000,0.0000,0.0126,0.0000,200,0.1554
0.0188,0.0000,0.0000,0.0000,0.0187,0.0001,200,0.1499
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,200,0.1645
0.0020,0.0000,0.0000,0.0000,0.0019,0.0001,200,0.1674
0.0201,0.0000,0.0000,0.0000,0.0200,0.0000,200,0.1499
0.0210,0.0000,0.0000,0.0000,0.0209,0.0001,200,0.1490
0.0409,0.0000,0.0000,0.0000,0.0408,0.0000,200,0.1297
0.0199,0.0000,0.0000,0.0000,0.0198,0.0001,200,0.1511
0.0198,0.0000,0.0000,0.0000,0.0196,0.0001,200,0.1518
0.0066,0.0000,0.0000,0.0000,0.0065,0.0001,200,0.1650
0.0205,0.0000,0.0000,0.0000,0.0204,0.0000,200,0.1517
0.0200,0.0000,0.0000,0.0000,0.0199,0.0001,200,0.1528
0.0023,0.0000,0.0000,0.0000,0.0022,0.0000,200,0.1706
